V1,climate_change_affects,samp,samp2,bootstrap
95269,No,"","",""
95270,No,"","",""
95271,No,"","",""
95272,No,"","",""
95273,No,"","",""
95274,No,"","",""
95275,No,"","",""
95276,No,"","",""
95277,No,"","",""
95278,No,"","",""
95279,No,"","",""
95280,No,"","",""
95281,No,"","",""
95282,No,"","",""
95283,No,"","",""
95284,No,"","",""
95285,No,"","",""
95286,No,"","",""
95287,No,"","",""
95288,No,"","",""
95289,No,"","",""
95290,No,"","",""
95291,No,"","",""
95292,No,"","",""
95293,No,"","",""
95294,No,"","",""
95295,No,"","",""
95296,No,"","",""
95297,No,"","",""
95298,No,"","",""
95299,No,"","",""
95300,No,"","",""
95301,No,"","",""
95302,No,"","",""
95303,No,"","",""
95304,No,"","",""
95305,No,"","",""
95306,No,"","",""
95307,No,"","",""
95308,No,"","",""
95309,No,"","",""
95310,No,"","",""
95311,No,"","",""
95312,No,"","",""
95313,No,"","",""
95314,No,"","",""
95315,No,"","",""
95316,No,"","",""
95317,No,"","",""
95318,No,"","",""
95319,No,"","",""
95320,No,"","",""
95321,No,"","",""
95322,No,"","",""
95323,No,"","",""
95324,No,"","",""
95325,No,"","",""
95326,No,"","",""
95327,No,"","",""
95328,No,"","",""
95329,No,"","",""
95330,No,"","",""
95331,No,"","",""
95332,No,"","",""
95333,No,"","",""
95334,No,"","",""
95335,No,"","",""
95336,No,"","",""
95337,No,"","",""
95338,No,"","",""
95339,No,"","",""
95340,No,"","",""
95341,No,"","",""
95342,No,"","",""
95343,No,"","",""
95344,No,"","",""
95345,No,"","",""
95346,No,"","",""
95347,No,"","",""
95348,No,"","",""
95349,No,"","",""
95350,No,"","",""
95351,No,"","",""
95352,No,"","",""
95353,No,"","",""
95354,No,"","",""
95355,No,"","",""
95356,No,"","",""
95357,No,"","",""
95358,No,"","",""
95359,No,"","",""
95360,No,"","",""
95361,No,"","",""
95362,No,"","",""
95363,No,"","",""
95364,No,"","",""
95365,No,"","",""
95366,No,"","",""
95367,No,"","",""
95368,No,"","",""
95369,No,"","",""
95370,No,"","",""
95371,No,"","",""
95372,No,"","",""
95373,No,"","",""
95374,No,"","",""
95375,No,"","",""
95376,No,"","",""
95377,No,"","",""
95378,No,"","",""
95379,No,"","",""
95380,No,"","",""
95381,No,"","",""
95382,No,"","",""
95383,No,"","",""
95384,No,"","",""
95385,No,"","",""
95386,No,"","",""
95387,No,"","",""
95388,No,"","",""
95389,No,"","",""
95390,No,"","",""
95391,No,"","",""
95392,No,"","",""
95393,No,"","",""
95394,No,"","",""
95395,No,"","",""
95396,No,"","",""
95397,No,"","",""
95398,No,"","",""
95399,No,"","",""
95400,No,"","",""
95401,No,"","",""
95402,No,"","",""
95403,No,"","",""
95404,No,"","",""
95405,No,"","",""
95406,No,"","",""
95407,No,"","",""
95408,No,"","",""
95409,No,"","",""
95410,No,"","",""
95411,No,"","",""
95412,No,"","",""
95413,No,"","",""
95414,No,"","",""
95415,No,"","",""
95416,No,"","",""
95417,No,"","",""
95418,No,"","",""
95419,No,"","",""
95420,No,"","",""
95421,No,"","",""
95422,No,"","",""
95423,No,"","",""
95424,No,"","",""
95425,No,"","",""
95426,No,"","",""
95427,No,"","",""
95428,No,"","",""
95429,No,"","",""
95430,No,"","",""
95431,No,"","",""
95432,No,"","",""
95433,No,"","",""
95434,No,"","",""
95435,No,"","",""
95436,No,"","",""
95437,No,"","",""
95438,No,"","",""
95439,No,"","",""
95440,No,"","",""
95441,No,"","",""
95442,No,"","",""
95443,No,"","",""
95444,No,"","",""
95445,No,"","",""
95446,No,"","",""
95447,No,"","",""
95448,No,"","",""
95449,No,"","",""
95450,No,"","",""
95451,No,"","",""
95452,No,"","",""
95453,No,"","",""
95454,No,"","",""
95455,No,"","",""
95456,No,"","",""
95457,No,"","",""
95458,No,"","",""
95459,No,"","",""
95460,No,"","",""
95461,No,"","",""
95462,No,"","",""
95463,No,"","",""
95464,No,"","",""
95465,No,"","",""
95466,No,"","",""
95467,No,"","",""
95468,No,"","",""
95469,No,"","",""
95470,No,"","",""
95471,No,"","",""
95472,No,"","",""
95473,No,"","",""
95474,No,"","",""
95475,No,"","",""
95476,No,"","",""
95477,No,"","",""
95478,No,"","",""
95479,No,"","",""
95480,No,"","",""
95481,No,"","",""
95482,No,"","",""
95483,No,"","",""
95484,No,"","",""
95485,No,"","",""
95486,No,"","",""
95487,No,"","",""
95488,No,"","",""
95489,No,"","",""
95490,No,"","",""
95491,No,"","",""
95492,No,"","",""
95493,No,"","",""
95494,No,"","",""
95495,No,"","",""
95496,No,"","",""
95497,No,"","",""
95498,No,"","",""
95499,No,"","",""
95500,No,"","",""
95501,No,"","",""
95502,No,"","",""
95503,No,"","",""
95504,No,"","",""
95505,No,"","",""
95506,No,"","",""
95507,No,"","",""
95508,No,"","",""
95509,No,"","",""
95510,No,"","",""
95511,No,"","",""
95512,No,"","",""
95513,No,"","",""
95514,No,"","",""
95515,No,"","",""
95516,No,"","",""
95517,No,"","",""
95518,No,"","",""
95519,No,"","",""
95520,No,"","",""
95521,No,"","",""
95522,No,"","",""
95523,No,"","",""
95524,No,"","",""
95525,No,"","",""
95526,No,"","",""
95527,No,"","",""
95528,No,"","",""
95529,No,"","",""
95530,No,"","",""
95531,No,"","",""
95532,No,"","",""
95533,No,"","",""
95534,No,"","",""
95535,No,"","",""
95536,No,"","",""
95537,No,"","",""
95538,No,"","",""
95539,No,"","",""
95540,No,"","",""
95541,No,"","",""
95542,No,"","",""
95543,No,"","",""
95544,No,"","",""
95545,No,"","",""
95546,No,"","",""
95547,No,"","",""
95548,No,"","",""
95549,No,"","",""
95550,No,"","",""
95551,No,"","",""
95552,No,"","",""
95553,No,"","",""
95554,No,"","",""
95555,No,"","",""
95556,No,"","",""
95557,No,"","",""
95558,No,"","",""
95559,No,"","",""
95560,No,"","",""
95561,No,"","",""
95562,No,"","",""
95563,No,"","",""
95564,No,"","",""
95565,No,"","",""
95566,No,"","",""
95567,No,"","",""
95568,No,"","",""
95569,No,"","",""
95570,No,"","",""
95571,No,"","",""
95572,No,"","",""
95573,No,"","",""
95574,No,"","",""
95575,No,"","",""
95576,No,"","",""
95577,No,"","",""
95578,No,"","",""
95579,No,"","",""
95580,No,"","",""
95581,No,"","",""
95582,No,"","",""
95583,No,"","",""
95584,No,"","",""
95585,No,"","",""
95586,No,"","",""
95587,No,"","",""
95588,No,"","",""
95589,No,"","",""
95590,No,"","",""
95591,No,"","",""
95592,No,"","",""
95593,No,"","",""
95594,No,"","",""
95595,No,"","",""
95596,No,"","",""
95597,No,"","",""
95598,No,"","",""
95599,No,"","",""
95600,No,"","",""
95601,No,"","",""
95602,No,"","",""
95603,No,"","",""
95604,No,"","",""
95605,No,"","",""
95606,No,"","",""
95607,No,"","",""
95608,No,"","",""
95609,No,"","",""
95610,No,"","",""
95611,No,"","",""
95612,No,"","",""
95613,No,"","",""
95614,No,"","",""
95615,No,"","",""
95616,No,"","",""
95617,No,"","",""
95618,No,"","",""
95619,No,"","",""
95620,No,"","",""
95621,No,"","",""
95622,No,"","",""
95623,No,"","",""
95624,No,"","",""
95625,No,"","",""
95626,No,"","",""
95627,No,"","",""
95628,No,"","",""
95629,No,"","",""
95630,No,"","",""
95631,No,"","",""
95632,No,"","",""
95633,No,"","",""
95634,No,"","",""
95635,No,"","",""
95636,No,"","",""
95637,No,"","",""
95638,No,"","",""
95639,No,"","",""
95640,No,"","",""
95641,No,"","",""
95642,No,"","",""
95643,No,"","",""
95644,No,"","",""
95645,No,"","",""
95646,No,"","",""
95647,No,"","",""
95648,No,"","",""
95649,No,"","",""
95650,No,"","",""
95651,No,"","",""
95652,No,"","",""
95653,No,"","",""
95654,No,"","",""
95655,No,"","",""
95656,No,"","",""
95657,No,"","",""
95658,No,"","",""
95659,No,"","",""
95660,No,"","",""
95661,No,"","",""
95662,No,"","",""
95663,No,"","",""
95664,No,"","",""
95665,No,"","",""
95666,No,"","",""
95667,No,"","",""
95668,No,"","",""
95669,No,"","",""
95670,No,"","",""
95671,No,"","",""
95672,No,"","",""
95673,No,"","",""
95674,No,"","",""
95675,No,"","",""
95676,No,"","",""
95677,No,"","",""
95678,No,"","",""
95679,No,"","",""
95680,No,"","",""
95681,No,"","",""
95682,No,"","",""
95683,No,"","",""
95684,No,"","",""
95685,No,"","",""
95686,No,"","",""
95687,No,"","",""
95688,No,"","",""
95689,No,"","",""
95690,No,"","",""
95691,No,"","",""
95692,No,"","",""
95693,No,"","",""
95694,No,"","",""
95695,No,"","",""
95696,No,"","",""
95697,No,"","",""
95698,No,"","",""
95699,No,"","",""
95700,No,"","",""
95701,No,"","",""
95702,No,"","",""
95703,No,"","",""
95704,No,"","",""
95705,No,"","",""
95706,No,"","",""
95707,No,"","",""
95708,No,"","",""
95709,No,"","",""
95710,No,"","",""
95711,No,"","",""
95712,No,"","",""
95713,No,"","",""
95714,No,"","",""
95715,No,"","",""
95716,No,"","",""
95717,No,"","",""
95718,No,"","",""
95719,No,"","",""
95720,No,"","",""
95721,No,"","",""
95722,No,"","",""
95723,No,"","",""
95724,No,"","",""
95725,No,"","",""
95726,No,"","",""
95727,No,"","",""
95728,No,"","",""
95729,No,"","",""
95730,No,"","",""
95731,No,"","",""
95732,No,"","",""
95733,No,"","",""
95734,No,"","",""
95735,No,"","",""
95736,No,"","",""
95737,No,"","",""
95738,No,"","",""
95739,No,"","",""
95740,No,"","",""
95741,No,"","",""
95742,No,"","",""
95743,No,"","",""
95744,No,"","",""
95745,No,"","",""
95746,No,"","",""
95747,No,"","",""
95748,No,"","",""
95749,No,"","",""
95750,No,"","",""
95751,No,"","",""
95752,No,"","",""
95753,No,"","",""
95754,No,"","",""
95755,No,"","",""
95756,No,"","",""
95757,No,"","",""
95758,No,"","",""
95759,No,"","",""
95760,No,"","",""
95761,No,"","",""
95762,No,"","",""
95763,No,"","",""
95764,No,"","",""
95765,No,"","",""
95766,No,"","",""
95767,No,"","",""
95768,No,"","",""
95769,No,"","",""
95770,No,"","",""
95771,No,"","",""
95772,No,"","",""
95773,No,"","",""
95774,No,"","",""
95775,No,"","",""
95776,No,"","",""
95777,No,"","",""
95778,No,"","",""
95779,No,"","",""
95780,No,"","",""
95781,No,"","",""
95782,No,"","",""
95783,No,"","",""
95784,No,"","",""
95785,No,"","",""
95786,No,"","",""
95787,No,"","",""
95788,No,"","",""
95789,No,"","",""
95790,No,"","",""
95791,No,"","",""
95792,No,"","",""
95793,No,"","",""
95794,No,"","",""
95795,No,"","",""
95796,No,"","",""
95797,No,"","",""
95798,No,"","",""
95799,No,"","",""
95800,No,"","",""
95801,No,"","",""
95802,No,"","",""
95803,No,"","",""
95804,No,"","",""
95805,No,"","",""
95806,No,"","",""
95807,No,"","",""
95808,No,"","",""
95809,No,"","",""
95810,No,"","",""
95811,No,"","",""
95812,No,"","",""
95813,No,"","",""
95814,No,"","",""
95815,No,"","",""
95816,No,"","",""
95817,No,"","",""
95818,No,"","",""
95819,No,"","",""
95820,No,"","",""
95821,No,"","",""
95822,No,"","",""
95823,No,"","",""
95824,No,"","",""
95825,No,"","",""
95826,No,"","",""
95827,No,"","",""
95828,No,"","",""
95829,No,"","",""
95830,No,"","",""
95831,No,"","",""
95832,No,"","",""
95833,No,"","",""
95834,No,"","",""
95835,No,"","",""
95836,No,"","",""
95837,No,"","",""
95838,No,"","",""
95839,No,"","",""
95840,No,"","",""
95841,No,"","",""
95842,No,"","",""
95843,No,"","",""
95844,No,"","",""
95845,No,"","",""
95846,No,"","",""
95847,No,"","",""
95848,No,"","",""
95849,No,"","",""
95850,No,"","",""
95851,No,"","",""
95852,No,"","",""
95853,No,"","",""
95854,No,"","",""
95855,No,"","",""
95856,No,"","",""
95857,No,"","",""
95858,No,"","",""
95859,No,"","",""
95860,No,"","",""
95861,No,"","",""
95862,No,"","",""
95863,No,"","",""
95864,No,"","",""
95865,No,"","",""
95866,No,"","",""
95867,No,"","",""
95868,No,"","",""
95869,No,"","",""
95870,No,"","",""
95871,No,"","",""
95872,No,"","",""
95873,No,"","",""
95874,No,"","",""
95875,No,"","",""
95876,No,"","",""
95877,No,"","",""
95878,No,"","",""
95879,No,"","",""
95880,No,"","",""
95881,No,"","",""
95882,No,"","",""
95883,No,"","",""
95884,No,"","",""
95885,No,"","",""
95886,No,"","",""
95887,No,"","",""
95888,No,"","",""
95889,No,"","",""
95890,No,"","",""
95891,No,"","",""
95892,No,"","",""
95893,No,"","",""
95894,No,"","",""
95895,No,"","",""
95896,No,"","",""
95897,No,"","",""
95898,No,"","",""
95899,No,"","",""
95900,No,"","",""
95901,No,"","",""
95902,No,"","",""
95903,No,"","",""
95904,No,"","",""
95905,No,"","",""
95906,No,"","",""
95907,No,"","",""
95908,No,"","",""
95909,No,"","",""
95910,No,"","",""
95911,No,"","",""
95912,No,"","",""
95913,No,"","",""
95914,No,"","",""
95915,No,"","",""
95916,No,"","",""
95917,No,"","",""
95918,No,"","",""
95919,No,"","",""
95920,No,"","",""
95921,No,"","",""
95922,No,"","",""
95923,No,"","",""
95924,No,"","",""
95925,No,"","",""
95926,No,"","",""
95927,No,"","",""
95928,No,"","",""
95929,No,"","",""
95930,No,"","",""
95931,No,"","",""
95932,No,"","",""
95933,No,"","",""
95934,No,"","",""
95935,No,"","",""
95936,No,"","",""
95937,No,"","",""
95938,No,"","",""
95939,No,"","",""
95940,No,"","",""
95941,No,"","",""
95942,No,"","",""
95943,No,"","",""
95944,No,"","",""
95945,No,"","",""
95946,No,"","",""
95947,No,"","",""
95948,No,"","",""
95949,No,"","",""
95950,No,"","",""
95951,No,"","",""
95952,No,"","",""
95953,No,"","",""
95954,No,"","",""
95955,No,"","",""
95956,No,"","",""
95957,No,"","",""
95958,No,"","",""
95959,No,"","",""
95960,No,"","",""
95961,No,"","",""
95962,No,"","",""
95963,No,"","",""
95964,No,"","",""
95965,No,"","",""
95966,No,"","",""
95967,No,"","",""
95968,No,"","",""
95969,No,"","",""
95970,No,"","",""
95971,No,"","",""
95972,No,"","",""
95973,No,"","",""
95974,No,"","",""
95975,No,"","",""
95976,No,"","",""
95977,No,"","",""
95978,No,"","",""
95979,No,"","",""
95980,No,"","",""
95981,No,"","",""
95982,No,"","",""
95983,No,"","",""
95984,No,"","",""
95985,No,"","",""
95986,No,"","",""
95987,No,"","",""
95988,No,"","",""
95989,No,"","",""
95990,No,"","",""
95991,No,"","",""
95992,No,"","",""
95993,No,"","",""
95994,No,"","",""
95995,No,"","",""
95996,No,"","",""
95997,No,"","",""
95998,No,"","",""
95999,No,"","",""
96000,No,"","",""
96001,No,"","",""
96002,No,"","",""
96003,No,"","",""
96004,No,"","",""
96005,No,"","",""
96006,No,"","",""
96007,No,"","",""
96008,No,"","",""
96009,No,"","",""
96010,No,"","",""
96011,No,"","",""
96012,No,"","",""
96013,No,"","",""
96014,No,"","",""
96015,No,"","",""
96016,No,"","",""
96017,No,"","",""
96018,No,"","",""
96019,No,"","",""
96020,No,"","",""
96021,No,"","",""
96022,No,"","",""
96023,No,"","",""
96024,No,"","",""
96025,No,"","",""
96026,No,"","",""
96027,No,"","",""
96028,No,"","",""
96029,No,"","",""
96030,No,"","",""
96031,No,"","",""
96032,No,"","",""
96033,No,"","",""
96034,No,"","",""
96035,No,"","",""
96036,No,"","",""
96037,No,"","",""
96038,No,"","",""
96039,No,"","",""
96040,No,"","",""
96041,No,"","",""
96042,No,"","",""
96043,No,"","",""
96044,No,"","",""
96045,No,"","",""
96046,No,"","",""
96047,No,"","",""
96048,No,"","",""
96049,No,"","",""
96050,No,"","",""
96051,No,"","",""
96052,No,"","",""
96053,No,"","",""
96054,No,"","",""
96055,No,"","",""
96056,No,"","",""
96057,No,"","",""
96058,No,"","",""
96059,No,"","",""
96060,No,"","",""
96061,No,"","",""
96062,No,"","",""
96063,No,"","",""
96064,No,"","",""
96065,No,"","",""
96066,No,"","",""
96067,No,"","",""
96068,No,"","",""
96069,No,"","",""
96070,No,"","",""
96071,No,"","",""
96072,No,"","",""
96073,No,"","",""
96074,No,"","",""
96075,No,"","",""
96076,No,"","",""
96077,No,"","",""
96078,No,"","",""
96079,No,"","",""
96080,No,"","",""
96081,No,"","",""
96082,No,"","",""
96083,No,"","",""
96084,No,"","",""
96085,No,"","",""
96086,No,"","",""
96087,No,"","",""
96088,No,"","",""
96089,No,"","",""
96090,No,"","",""
96091,No,"","",""
96092,No,"","",""
96093,No,"","",""
96094,No,"","",""
96095,No,"","",""
96096,No,"","",""
96097,No,"","",""
96098,No,"","",""
96099,No,"","",""
96100,No,"","",""
96101,No,"","",""
96102,No,"","",""
96103,No,"","",""
96104,No,"","",""
96105,No,"","",""
96106,No,"","",""
96107,No,"","",""
96108,No,"","",""
96109,No,"","",""
96110,No,"","",""
96111,No,"","",""
96112,No,"","",""
96113,No,"","",""
96114,No,"","",""
96115,No,"","",""
96116,No,"","",""
96117,No,"","",""
96118,No,"","",""
96119,No,"","",""
96120,No,"","",""
96121,No,"","",""
96122,No,"","",""
96123,No,"","",""
96124,No,"","",""
96125,No,"","",""
96126,No,"","",""
96127,No,"","",""
96128,No,"","",""
96129,No,"","",""
96130,No,"","",""
96131,No,"","",""
96132,No,"","",""
96133,No,"","",""
96134,No,"","",""
96135,No,"","",""
96136,No,"","",""
96137,No,"","",""
96138,No,"","",""
96139,No,"","",""
96140,No,"","",""
96141,No,"","",""
96142,No,"","",""
96143,No,"","",""
96144,No,"","",""
96145,No,"","",""
96146,No,"","",""
96147,No,"","",""
96148,No,"","",""
96149,No,"","",""
96150,No,"","",""
96151,No,"","",""
96152,No,"","",""
96153,No,"","",""
96154,No,"","",""
96155,No,"","",""
96156,No,"","",""
96157,No,"","",""
96158,No,"","",""
96159,No,"","",""
96160,No,"","",""
96161,No,"","",""
96162,No,"","",""
96163,No,"","",""
96164,No,"","",""
96165,No,"","",""
96166,No,"","",""
96167,No,"","",""
96168,No,"","",""
96169,No,"","",""
96170,No,"","",""
96171,No,"","",""
96172,No,"","",""
96173,No,"","",""
96174,No,"","",""
96175,No,"","",""
96176,No,"","",""
96177,No,"","",""
96178,No,"","",""
96179,No,"","",""
96180,No,"","",""
96181,No,"","",""
96182,No,"","",""
96183,No,"","",""
96184,No,"","",""
96185,No,"","",""
96186,No,"","",""
96187,No,"","",""
96188,No,"","",""
96189,No,"","",""
96190,No,"","",""
96191,No,"","",""
96192,No,"","",""
96193,No,"","",""
96194,No,"","",""
96195,No,"","",""
96196,No,"","",""
96197,No,"","",""
96198,No,"","",""
96199,No,"","",""
96200,No,"","",""
96201,No,"","",""
96202,No,"","",""
96203,No,"","",""
96204,No,"","",""
96205,No,"","",""
96206,No,"","",""
96207,No,"","",""
96208,No,"","",""
96209,No,"","",""
96210,No,"","",""
96211,No,"","",""
96212,No,"","",""
96213,No,"","",""
96214,No,"","",""
96215,No,"","",""
96216,No,"","",""
96217,No,"","",""
96218,No,"","",""
96219,No,"","",""
96220,No,"","",""
96221,No,"","",""
96222,No,"","",""
96223,No,"","",""
96224,No,"","",""
96225,No,"","",""
96226,No,"","",""
96227,No,"","",""
96228,No,"","",""
96229,No,"","",""
96230,No,"","",""
96231,No,"","",""
96232,No,"","",""
96233,No,"","",""
96234,No,"","",""
96235,No,"","",""
96236,No,"","",""
96237,No,"","",""
96238,No,"","",""
96239,No,"","",""
96240,No,"","",""
96241,No,"","",""
96242,No,"","",""
96243,No,"","",""
96244,No,"","",""
96245,No,"","",""
96246,No,"","",""
96247,No,"","",""
96248,No,"","",""
96249,No,"","",""
96250,No,"","",""
96251,No,"","",""
96252,No,"","",""
96253,No,"","",""
96254,No,"","",""
96255,No,"","",""
96256,No,"","",""
96257,No,"","",""
96258,No,"","",""
96259,No,"","",""
96260,No,"","",""
96261,No,"","",""
96262,No,"","",""
96263,No,"","",""
96264,No,"","",""
96265,No,"","",""
96266,No,"","",""
96267,No,"","",""
96268,No,"","",""
96269,No,"","",""
96270,No,"","",""
96271,No,"","",""
96272,No,"","",""
96273,No,"","",""
96274,No,"","",""
96275,No,"","",""
96276,No,"","",""
96277,No,"","",""
96278,No,"","",""
96279,No,"","",""
96280,No,"","",""
96281,No,"","",""
96282,No,"","",""
96283,No,"","",""
96284,No,"","",""
96285,No,"","",""
96286,No,"","",""
96287,No,"","",""
96288,No,"","",""
96289,No,"","",""
96290,No,"","",""
96291,No,"","",""
96292,No,"","",""
96293,No,"","",""
96294,No,"","",""
96295,No,"","",""
96296,No,"","",""
96297,No,"","",""
96298,No,"","",""
96299,No,"","",""
96300,No,"","",""
96301,No,"","",""
96302,No,"","",""
96303,No,"","",""
96304,No,"","",""
96305,No,"","",""
96306,No,"","",""
96307,No,"","",""
96308,No,"","",""
96309,No,"","",""
96310,No,"","",""
96311,No,"","",""
96312,No,"","",""
96313,No,"","",""
96314,No,"","",""
96315,No,"","",""
96316,No,"","",""
96317,No,"","",""
96318,No,"","",""
96319,No,"","",""
96320,No,"","",""
96321,No,"","",""
96322,No,"","",""
96323,No,"","",""
96324,No,"","",""
96325,No,"","",""
96326,No,"","",""
96327,No,"","",""
96328,No,"","",""
96329,No,"","",""
96330,No,"","",""
96331,No,"","",""
96332,No,"","",""
96333,No,"","",""
96334,No,"","",""
96335,No,"","",""
96336,No,"","",""
96337,No,"","",""
96338,No,"","",""
96339,No,"","",""
96340,No,"","",""
96341,No,"","",""
96342,No,"","",""
96343,No,"","",""
96344,No,"","",""
96345,No,"","",""
96346,No,"","",""
96347,No,"","",""
96348,No,"","",""
96349,No,"","",""
96350,No,"","",""
96351,No,"","",""
96352,No,"","",""
96353,No,"","",""
96354,No,"","",""
96355,No,"","",""
96356,No,"","",""
96357,No,"","",""
96358,No,"","",""
96359,No,"","",""
96360,No,"","",""
96361,No,"","",""
96362,No,"","",""
96363,No,"","",""
96364,No,"","",""
96365,No,"","",""
96366,No,"","",""
96367,No,"","",""
96368,No,"","",""
96369,No,"","",""
96370,No,"","",""
96371,No,"","",""
96372,No,"","",""
96373,No,"","",""
96374,No,"","",""
96375,No,"","",""
96376,No,"","",""
96377,No,"","",""
96378,No,"","",""
96379,No,"","",""
96380,No,"","",""
96381,No,"","",""
96382,No,"","",""
96383,No,"","",""
96384,No,"","",""
96385,No,"","",""
96386,No,"","",""
96387,No,"","",""
96388,No,"","",""
96389,No,"","",""
96390,No,"","",""
96391,No,"","",""
96392,No,"","",""
96393,No,"","",""
96394,No,"","",""
96395,No,"","",""
96396,No,"","",""
96397,No,"","",""
96398,No,"","",""
96399,No,"","",""
96400,No,"","",""
96401,No,"","",""
96402,No,"","",""
96403,No,"","",""
96404,No,"","",""
96405,No,"","",""
96406,No,"","",""
96407,No,"","",""
96408,No,"","",""
96409,No,"","",""
96410,No,"","",""
96411,No,"","",""
96412,No,"","",""
96413,No,"","",""
96414,No,"","",""
96415,No,"","",""
96416,No,"","",""
96417,No,"","",""
96418,No,"","",""
96419,No,"","",""
96420,No,"","",""
96421,No,"","",""
96422,No,"","",""
96423,No,"","",""
96424,No,"","",""
96425,No,"","",""
96426,No,"","",""
96427,No,"","",""
96428,No,"","",""
96429,No,"","",""
96430,No,"","",""
96431,No,"","",""
96432,No,"","",""
96433,No,"","",""
96434,No,"","",""
96435,No,"","",""
96436,No,"","",""
96437,No,"","",""
96438,No,"","",""
96439,No,"","",""
96440,No,"","",""
96441,No,"","",""
96442,No,"","",""
96443,No,"","",""
96444,No,"","",""
96445,No,"","",""
96446,No,"","",""
96447,No,"","",""
96448,No,"","",""
96449,No,"","",""
96450,No,"","",""
96451,No,"","",""
96452,No,"","",""
96453,No,"","",""
96454,No,"","",""
96455,No,"","",""
96456,No,"","",""
96457,No,"","",""
96458,No,"","",""
96459,No,"","",""
96460,No,"","",""
96461,No,"","",""
96462,No,"","",""
96463,No,"","",""
96464,No,"","",""
96465,No,"","",""
96466,No,"","",""
96467,No,"","",""
96468,No,"","",""
96469,No,"","",""
96470,No,"","",""
96471,No,"","",""
96472,No,"","",""
96473,No,"","",""
96474,No,"","",""
96475,No,"","",""
96476,No,"","",""
96477,No,"","",""
96478,No,"","",""
96479,No,"","",""
96480,No,"","",""
96481,No,"","",""
96482,No,"","",""
96483,No,"","",""
96484,No,"","",""
96485,No,"","",""
96486,No,"","",""
96487,No,"","",""
96488,No,"","",""
96489,No,"","",""
96490,No,"","",""
96491,No,"","",""
96492,No,"","",""
96493,No,"","",""
96494,No,"","",""
96495,No,"","",""
96496,No,"","",""
96497,No,"","",""
96498,No,"","",""
96499,No,"","",""
96500,No,"","",""
96501,No,"","",""
96502,No,"","",""
96503,No,"","",""
96504,No,"","",""
96505,No,"","",""
96506,No,"","",""
96507,No,"","",""
96508,No,"","",""
96509,No,"","",""
96510,No,"","",""
96511,No,"","",""
96512,No,"","",""
96513,No,"","",""
96514,No,"","",""
96515,No,"","",""
96516,No,"","",""
96517,No,"","",""
96518,No,"","",""
96519,No,"","",""
96520,No,"","",""
96521,No,"","",""
96522,No,"","",""
96523,No,"","",""
96524,No,"","",""
96525,No,"","",""
96526,No,"","",""
96527,No,"","",""
96528,No,"","",""
96529,No,"","",""
96530,No,"","",""
96531,No,"","",""
96532,No,"","",""
96533,No,"","",""
96534,No,"","",""
96535,No,"","",""
96536,No,"","",""
96537,No,"","",""
96538,No,"","",""
96539,No,"","",""
96540,No,"","",""
96541,No,"","",""
96542,No,"","",""
96543,No,"","",""
96544,No,"","",""
96545,No,"","",""
96546,No,"","",""
96547,No,"","",""
96548,No,"","",""
96549,No,"","",""
96550,No,"","",""
96551,No,"","",""
96552,No,"","",""
96553,No,"","",""
96554,No,"","",""
96555,No,"","",""
96556,No,"","",""
96557,No,"","",""
96558,No,"","",""
96559,No,"","",""
96560,No,"","",""
96561,No,"","",""
96562,No,"","",""
96563,No,"","",""
96564,No,"","",""
96565,No,"","",""
96566,No,"","",""
96567,No,"","",""
96568,No,"","",""
96569,No,"","",""
96570,No,"","",""
96571,No,"","",""
96572,No,"","",""
96573,No,"","",""
96574,No,"","",""
96575,No,"","",""
96576,No,"","",""
96577,No,"","",""
96578,No,"","",""
96579,No,"","",""
96580,No,"","",""
96581,No,"","",""
96582,No,"","",""
96583,No,"","",""
96584,No,"","",""
96585,No,"","",""
96586,No,"","",""
96587,No,"","",""
96588,No,"","",""
96589,No,"","",""
96590,No,"","",""
96591,No,"","",""
96592,No,"","",""
96593,No,"","",""
96594,No,"","",""
96595,No,"","",""
96596,No,"","",""
96597,No,"","",""
96598,No,"","",""
96599,No,"","",""
96600,No,"","",""
96601,No,"","",""
96602,No,"","",""
96603,No,"","",""
96604,No,"","",""
96605,No,"","",""
96606,No,"","",""
96607,No,"","",""
96608,No,"","",""
96609,No,"","",""
96610,No,"","",""
96611,No,"","",""
96612,No,"","",""
96613,No,"","",""
96614,No,"","",""
96615,No,"","",""
96616,No,"","",""
96617,No,"","",""
96618,No,"","",""
96619,No,"","",""
96620,No,"","",""
96621,No,"","",""
96622,No,"","",""
96623,No,"","",""
96624,No,"","",""
96625,No,"","",""
96626,No,"","",""
96627,No,"","",""
96628,No,"","",""
96629,No,"","",""
96630,No,"","",""
96631,No,"","",""
96632,No,"","",""
96633,No,"","",""
96634,No,"","",""
96635,No,"","",""
96636,No,"","",""
96637,No,"","",""
96638,No,"","",""
96639,No,"","",""
96640,No,"","",""
96641,No,"","",""
96642,No,"","",""
96643,No,"","",""
96644,No,"","",""
96645,No,"","",""
96646,No,"","",""
96647,No,"","",""
96648,No,"","",""
96649,No,"","",""
96650,No,"","",""
96651,No,"","",""
96652,No,"","",""
96653,No,"","",""
96654,No,"","",""
96655,No,"","",""
96656,No,"","",""
96657,No,"","",""
96658,No,"","",""
96659,No,"","",""
96660,No,"","",""
96661,No,"","",""
96662,No,"","",""
96663,No,"","",""
96664,No,"","",""
96665,No,"","",""
